timestamp,gender,age,country,highest level of edu,profession,comorbid,infected,closest covid case,primary source of news ,preferred sm platform,sm activity,covid19 stats,preferred healthcare sys,belief in vaccination,predicted end
04-08-2020 20:05,Male,56,Outside India,Master’s degree,Non-healthcare related profession,No,No,Colleague,News apps/ Internet,Facebook,5,I check once a while (weekly/bi-weekly),Allopathy,5,"Without further lockdown, this virus will spread rapidly in the next 2-4 months to infect most of the population causing herd immunity"
04-08-2020 20:06,Male,42,India,Master’s degree,Non-healthcare related profession,No,No,Neighbour (within apartment complex or immediate neighbourhood),Television,Facebook,3,I check once every few days,Allopathy,4,I do not see an end to this pandemic in the foreseeable future. This virus is here to stay.
04-08-2020 20:06,Male,19,India,"High school graduate, diploma or the equivalent",Currently not working,No,No,Colleague,Social Media,Instagram,5,I check once every few days,Homeopathy,5,I do not see an end to this pandemic in the foreseeable future. This virus is here to stay.
04-08-2020 20:06,Female,38,India,Master’s degree,Non-healthcare related profession,No,No,Neighbour (within apartment complex or immediate neighbourhood),Social Media,Whatsapp,5,I check once every few days,Allopathy,5,An effective vaccine will be widely available within 4-6 months
04-08-2020 20:07,Male,37,India,Master’s degree,Non-healthcare related profession,No,No,Colleague,Social Media,Whatsapp,2,I check every day,Other,4,The virus will mutate and become mild or harmless in the next few months
04-08-2020 20:08,Male,40,India,Professional degree,Healthcare (Doctor/Nurse/Paramedic),No,Yes,Myself,Social Media,Whatsapp,4,I check once every few days,Allopathy,5,"Without further lockdown, this virus will spread rapidly in the next 2-4 months to infect most of the population causing herd immunity"
04-08-2020 20:08,Male,45,India,Professional degree,Healthcare (Doctor/Nurse/Paramedic),Yes,No,Do not personally know anyone who has been infected,News apps/ Internet,Whatsapp,4,I check once every few days,Allopathy,5,An effective vaccine will be widely available within 4-6 months
04-08-2020 20:09,Male,52,India,Professional degree,Non-healthcare related profession,No,No,Do not personally know anyone who has been infected,News apps/ Internet,Whatsapp,4,I check every day,Allopathy,5,"With intermittent lockdown and releases, this virus will linger on it its current form for the next 1-2 years"
04-08-2020 20:09,Female,41,India,Master’s degree,Currently not working,No,No,Neighbour (within apartment complex or immediate neighbourhood),News apps/ Internet,Facebook,4,I check once a while (weekly/bi-weekly),Homeopathy,4,An effective vaccine will be widely available within 4-6 months
04-08-2020 20:10,Male,44,India,Doctorate degree,Healthcare (Doctor/Nurse/Paramedic),No,No,Neighbour (within apartment complex or immediate neighbourhood),News apps/ Internet,Whatsapp,5,I check once every few days,Allopathy,4,An effective vaccine will be widely available within 4-6 months
04-08-2020 20:10,Male,41,India,Professional degree,Non-healthcare related profession,No,Prefer not to say,Neighbour (within apartment complex or immediate neighbourhood),News apps/ Internet,Twitter,1,I check every day,Homeopathy,2,I do not see an end to this pandemic in the foreseeable future. This virus is here to stay.
04-08-2020 20:10,Female,50,India,Bachelor’s degree,Non-healthcare related profession,No,No,Neighbour (within apartment complex or immediate neighbourhood),Newspaper,Whatsapp,4,I check once a while (weekly/bi-weekly),Home Remedies,4,An effective vaccine will be widely available within 4-6 months
04-08-2020 20:10,Male,35,India,Bachelor’s degree,Currently not working,No,Prefer not to say,Myself,Other,Facebook,4,I don't pay attention to numbers,Other,0,I do not see an end to this pandemic in the foreseeable future. This virus is here to stay.
04-08-2020 20:10,Female,18,India,"High school graduate, diploma or the equivalent",Currently not working,No,No,Colleague,Television,Whatsapp,5,I check every day,Home Remedies,5,An effective vaccine will be widely available within 4-6 months
04-08-2020 20:10,Male,44,India,Master’s degree,Healthcare (Doctor/Nurse/Paramedic),Yes,No,Family member but different household,Social Media,Whatsapp,4,I check once a while (weekly/bi-weekly),Allopathy,5,"With intermittent lockdown and releases, this virus will linger on it its current form for the next 1-2 years"
04-08-2020 20:11,Male,28,India,Bachelor’s degree,Currently not working,No,No,Do not personally know anyone who has been infected,Television,Whatsapp,5,I check every day,Other,5,"Without further lockdown, this virus will spread rapidly in the next 2-4 months to infect most of the population causing herd immunity"
04-08-2020 20:12,Male,65,India,Master’s degree,Currently not working,No,No,Neighbour (within apartment complex or immediate neighbourhood),Newspaper,Facebook,5,I am keeping track of real time Covid-19 data,Allopathy,5,An effective vaccine will be widely available within 4-6 months
04-08-2020 20:13,Female,38,India,Professional degree,Healthcare (Doctor/Nurse/Paramedic),Yes,No,Do not personally know anyone who has been infected,Television,Whatsapp,3,I check every day,Allopathy,5,The virus will mutate and become mild or harmless in the next few months
04-08-2020 20:13,Female,40,India,Professional degree,Healthcare (Doctor/Nurse/Paramedic),No,No,Colleague,Newspaper,Instagram,3,I check every day,Allopathy,5,An effective vaccine will be widely available within 4-6 months
04-08-2020 20:13,Female,35,India,Master’s degree,Currently not working,No,No,Do not personally know anyone who has been infected,Television,Whatsapp,4,I check every day,Ayurveda,4,An effective vaccine will be widely available within 4-6 months
04-08-2020 20:14,Male,47,India,Professional degree,Healthcare (Doctor/Nurse/Paramedic),Yes,No,Colleague,Other,Whatsapp,4,I check once a while (weekly/bi-weekly),Allopathy,5,I do not see an end to this pandemic in the foreseeable future. This virus is here to stay.
04-08-2020 20:14,Female,54,India,Bachelor’s degree,Currently not working,No,No,Family member but different household,Newspaper,Other,5,I check every day,Home Remedies,5,The virus will mutate and become mild or harmless in the next few months
04-08-2020 20:14,Female,34,India,Master’s degree,"Healthcare related (Pharmaceuticals/Biotechnology/Biomedical Engineering, etc)",Yes,Yes,Family member residing in the same household,Other,Instagram,5,I am keeping track of real time Covid-19 data,Homeopathy,5,I do not see an end to this pandemic in the foreseeable future. This virus is here to stay.
04-08-2020 20:15,Male,42,India,Professional degree,Healthcare (Doctor/Nurse/Paramedic),Yes,No,Colleague,Social Media,Whatsapp,3,I check once a while (weekly/bi-weekly),Allopathy,4,"Without further lockdown, this virus will spread rapidly in the next 2-4 months to infect most of the population causing herd immunity"
04-08-2020 20:15,Female,43,India,Master’s degree,Non-healthcare related profession,Yes,No,Neighbour (within apartment complex or immediate neighbourhood),News apps/ Internet,Whatsapp,4,I check once a while (weekly/bi-weekly),Allopathy,4,An effective vaccine will be widely available within 4-6 months
04-08-2020 20:15,Female,48,India,Bachelor’s degree,Currently not working,No,No,Neighbour (within apartment complex or immediate neighbourhood),Newspaper,Whatsapp,3,I check once every few days,Allopathy,5,An effective vaccine will be widely available within 4-6 months
04-08-2020 20:16,Male,63,India,Bachelor’s degree,Currently not working,No,No,Colleague,Newspaper,Whatsapp,2,I check every day,Allopathy,5,I do not see an end to this pandemic in the foreseeable future. This virus is here to stay.
04-08-2020 20:16,Male,38,India,Doctorate degree,Healthcare (Doctor/Nurse/Paramedic),Yes,No,Colleague,Other,Whatsapp,3,I am keeping track of real time Covid-19 data,Allopathy,5,I do not see an end to this pandemic in the foreseeable future. This virus is here to stay.
04-08-2020 20:16,Male,30,India,Doctorate degree,Healthcare (Doctor/Nurse/Paramedic),Yes,No,Colleague,News apps/ Internet,Twitter,3,I check every day,Allopathy,5,I do not see an end to this pandemic in the foreseeable future. This virus is here to stay.
04-08-2020 20:16,Female,40,India,Bachelor’s degree,Non-healthcare related profession,Yes,No,Do not personally know anyone who has been infected,Social Media,Whatsapp,3,I check once every few days,Allopathy,4,I do not see an end to this pandemic in the foreseeable future. This virus is here to stay.
04-08-2020 20:17,Female,45,India,Professional degree,Healthcare (Doctor/Nurse/Paramedic),Yes,No,Neighbour (within apartment complex or immediate neighbourhood),Newspaper,Other,4,I check once a while (weekly/bi-weekly),Allopathy,5,I do not see an end to this pandemic in the foreseeable future. This virus is here to stay.
04-08-2020 20:18,Female,25,India,Bachelor’s degree,Non-healthcare related profession,Yes,No,Family member but different household,Newspaper,Instagram,4,I don't pay attention to numbers,Allopathy,5,An effective vaccine will be widely available within 4-6 months
04-08-2020 20:18,Male,21,India,Bachelor’s degree,Currently not working,Yes,No,Neighbour (within apartment complex or immediate neighbourhood),News apps/ Internet,Instagram,4,I check every day,Ayurveda,5,An effective vaccine will be widely available within 4-6 months
04-08-2020 20:18,Male,32,India,Professional degree,Non-healthcare related profession,Yes,No,Do not personally know anyone who has been infected,Newspaper,Other,4,I check once a while (weekly/bi-weekly),Allopathy,2,The virus will mutate and become mild or harmless in the next few months
04-08-2020 20:18,Male,33,India,Professional degree,Healthcare (Doctor/Nurse/Paramedic),Yes,No,Do not personally know anyone who has been infected,Other,Whatsapp,4,I check once every few days,Allopathy,4,The virus will mutate and become mild or harmless in the next few months
04-08-2020 20:18,Female,52,India,Professional degree,Healthcare (Doctor/Nurse/Paramedic),Yes,No,Colleague,Other,Whatsapp,3,I don't pay attention to numbers,Allopathy,5,"With intermittent lockdown and releases, this virus will linger on it its current form for the next 1-2 years"
04-08-2020 20:18,Female,33,India,Professional degree,Healthcare (Doctor/Nurse/Paramedic),No,No,Do not personally know anyone who has been infected,News apps/ Internet,Facebook,4,I check once a while (weekly/bi-weekly),Home Remedies,5,"Without further lockdown, this virus will spread rapidly in the next 2-4 months to infect most of the population causing herd immunity"
04-08-2020 20:18,Female,21,Outside India,"High school graduate, diploma or the equivalent",Non-healthcare related profession,No,No,Colleague,News apps/ Internet,Instagram,5,I check once a while (weekly/bi-weekly),Allopathy,5,An effective vaccine will be widely available within 4-6 months
04-08-2020 20:18,Male,38,India,Bachelor’s degree,"Healthcare related (Pharmaceuticals/Biotechnology/Biomedical Engineering, etc)",No,No,Neighbour (within apartment complex or immediate neighbourhood),Other,Facebook,3,I don't pay attention to numbers,Home Remedies,4,An effective vaccine will be widely available within 4-6 months
04-08-2020 20:18,Male,38,India,Professional degree,Healthcare (Doctor/Nurse/Paramedic),No,No,Colleague,Social Media,Whatsapp,3,I check once a while (weekly/bi-weekly),Home Remedies,2,The virus will mutate and become mild or harmless in the next few months
